OTUnumber	SAMPLE.271.GP.6.15	SAMPLE.381.MA5.30	SAMPLE.337.GA7.90	SAMPLE.399.MF.II6.30	SAMPLE.393.MP.7.30	SAMPLE.269.GP.5.15	SAMPLE.435.MA8.90	SAMPLE.433.MA7.90	SAMPLE.409.MA7.60	SAMPLE.397.MF.II.5.30	SAMPLE.355.GF.II.8.90	SAMPLE.389.MP.5.30	SAMPLE.415.MP.6.60	SAMPLE.373.MF.II.5.15	SAMPLE.413.MP.5.60	SAMPLE.287.GA6.30	SAMPLE.331.GF.II.8.60	SAMPLE.375.MF.II6.15	SAMPLE.427.MF.II.8.60	SAMPLE.383.MA6.30	SAMPLE.265.GA7.15	SAMPLE.359.MA6.15	SAMPLE.443.MP.8.90	SAMPLE.305.GF.II.7.30	SAMPLE.315.GA8.60	SAMPLE.319.GP.6.60	SAMPLE.349.GF.II.5.90	SAMPLE.371.MP.8.15	SAMPLE.279.GF.II6.15	SAMPLE.407.MA6.60	SAMPLE.431.MA6.90	SAMPLE.451.MF.II.8.90	SAMPLE.281.GF.II.7.15	SAMPLE.303.GF.II6.30	SAMPLE.453.16S.negative	SAMPLE.369.MP.7.15	SAMPLE.439.MP.6.90	SAMPLE.379.MF.II.8.15	SAMPLE.317.GP.5.60	SAMPLE.261.GA5.15	SAMPLE.395.MP.8.30	SAMPLE.387.MA8.30	SAMPLE.339.GA8.90	SAMPLE.385.MA7.30	SAMPLE.325.GF.II.5.60	SAMPLE.351.GF.II6.90	SAMPLE.327.GF.II6.60	SAMPLE.449.MF.II.7.90	SAMPLE.421.MF.II.5.60	SAMPLE.299.GP.8.30	SAMPLE.437.MP.5.90	SAMPLE.307.GF.II.8.30	SAMPLE.277.GF.II.5.15	SAMPLE.401.MF.II.7.30	SAMPLE.357.MA5.15	SAMPLE.417.MP.7.60	SAMPLE.289.GA7.30	SAMPLE.425.MF.II.7.60	SAMPLE.263.GA6.15	SAMPLE.301.GF.II.5.30	SAMPLE.447.MF.II6.90	SAMPLE.429.MA5.90	SAMPLE.273.GP.7.15	SAMPLE.377.MF.II.7.15	SAMPLE.411.MA8.60	SAMPLE.367.MP.6.15	SAMPLE.405.MA5.60	SAMPLE.309.GA5.60	SAMPLE.423.MF.II6.60	SAMPLE.283.GF.II.8.15	SAMPLE.403.MF.II.8.30	SAMPLE.335.GA6.90	SAMPLE.295.GP.6.30	SAMPLE.293.GP.5.30	SAMPLE.329.GF.II.7.60	SAMPLE.347.GP.8.90	SAMPLE.441.MP.7.90	SAMPLE.285.GA5.30	SAMPLE.361.MA7.15	SAMPLE.333.GA5.90	SAMPLE.445.MF.II.5.90	SAMPLE.297.GP.7.30	SAMPLE.321.GP.7.60	SAMPLE.291.GA8.30	SAMPLE.365.MP.5.15	SAMPLE.343.GP.6.90	SAMPLE.341.GP.5.90	SAMPLE.323.GP.8.60	SAMPLE.267.GA8.15	SAMPLE.363.MA8.15	SAMPLE.311.GA6.60	SAMPLE.345.GP.7.90	SAMPLE.391.MP.6.30	SAMPLE.353.GF.II.7.90	SAMPLE.419.MP.8.60	SAMPLE.275.GP.8.15	SAMPLE.313.GA7.60	domain_id	domain_conf	phylum_id	phylum_conf	class_id	class_conf	order_id	order_conf	family_id	family_conf	genus_id	genus_conf
OTU_7240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Proteobacteria	94.0	Deltaproteobacteria	89.0	Myxococcales	87.0	0319-6G20	79.0	0319-6G20_unclassified	79.0
OTU_7241	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	Bacteria	100.0	Bacteroidetes	100.0	Sphingobacteriia	95.0	Sphingobacteriales	95.0	Chitinophagaceae	91.0	Taibaiella	53.0
OTU_7242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Proteobacteria	91.0	Deltaproteobacteria	59.0	Deltaproteobacteria_unclassified	59.0	Deltaproteobacteria_unclassified	59.0	Deltaproteobacteria_unclassified	59.0
OTU_7243	0	0	0	0	13	0	0	1	0	1	0	10	2	1	4	5	0	1	2	0	4	1	4	0	1	0	0	8	0	1	0	0	0	0	0	6	0	0	0	17	3	1	0	1	0	0	0	0	0	0	0	0	0	3	1	8	0	1	3	0	0	1	0	2	0	5	1	4	0	0	0	3	0	3	0	1	5	10	2	4	1	2	3	1	4	0	0	2	0	1	0	0	0	0	7	2	0	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhizobiales	100.0	A0839	100.0	A0839_unclassified	100.0
OTU_7244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unknown	NA	unknown_unclassified	0.0	unknown_unclassified	0.0	unknown_unclassified	0.0	unknown_unclassified	0.0	unknown_unclassified	0.0
OTU_7245	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	Bacteria	97.0	Verrucomicrobia	94.0	Verrucomicrobia_unclassified	94.0	Verrucomicrobia_unclassified	94.0	Verrucomicrobia_unclassified	94.0	Verrucomicrobia_unclassified	94.0
OTU_7246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Bacteria	100.0	Proteobacteria	100.0	Deltaproteobacteria	100.0	Myxococcales	100.0	Haliangiaceae	98.0	Haliangium	98.0
OTU_7247	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_4	100.0	11-24	100.0	11-24_unclassified	100.0
OTU_7248	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Actinobacteria	100.0	Acidimicrobiia	100.0	Acidimicrobiales	100.0	Iamiaceae	92.0	Iamia	92.0
OTU_7249	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	99.0	Proteobacteria	72.0	Deltaproteobacteria	59.0	Deltaproteobacteria_unclassified	59.0	Deltaproteobacteria_unclassified	59.0	Deltaproteobacteria_unclassified	59.0
OTU_7250	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	84.0	Bacteria_unclassified	84.0	Bacteria_unclassified	84.0	Bacteria_unclassified	84.0	Bacteria_unclassified	84.0	Bacteria_unclassified	84.0
OTU_7251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Planctomycetes	100.0	Phycisphaerae	100.0	Phycisphaerales	100.0	Phycisphaeraceae	100.0	AKYG587	61.0
OTU_7252	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Chloroflexi	100.0	Chloroflexia	100.0	Chloroflexales	100.0	Roseiflexaceae	100.0	Roseiflexus	100.0
OTU_7253	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Firmicutes	100.0	Bacilli	100.0	Lactobacillales	99.0	Streptococcaceae	96.0	Streptococcus	96.0
OTU_7254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Chloroflexi	95.0	Anaerolineae	94.0	Anaerolineales	94.0	Anaerolineaceae	94.0	Anaerolineaceae_unclassified	94.0
OTU_7255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Candidate_division_WS3	92.0	Candidate_division_WS3_unclassified	92.0	Candidate_division_WS3_unclassified	92.0	Candidate_division_WS3_unclassified	92.0	Candidate_division_WS3_unclassified	92.0
OTU_7256	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	100.0	Bacteroidetes	100.0	Sphingobacteriia	94.0	Sphingobacteriales	94.0	PHOS-HE51	88.0	PHOS-HE51_unclassified	88.0
OTU_7257	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Actinobacteria	98.0	KIST-JJY010	61.0	KIST-JJY010_unclassified	61.0	KIST-JJY010_unclassified	61.0	KIST-JJY010_unclassified	61.0
OTU_7258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	99.0	Rhodospirillales	90.0	Rhodospirillales_unclassified	90.0	Rhodospirillales_unclassified	90.0
OTU_7259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Proteobacteria	99.0	Deltaproteobacteria	99.0	Desulfuromonadales	98.0	Desulfuromonadales_unclassified	98.0	Desulfuromonadales_unclassified	98.0
OTU_7260	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhizobiales	100.0	Methylobacteriaceae	100.0	Methylobacterium	100.0
OTU_7261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	94.0	Planctomycetes	82.0	Planctomycetacia	59.0	Planctomycetales	59.0	Planctomycetaceae	59.0	Planctomycetaceae_unclassified	59.0
OTU_7262	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria	97.0	Planctomycetes	75.0	Planctomycetes_unclassified	75.0	Planctomycetes_unclassified	75.0	Planctomycetes_unclassified	75.0	Planctomycetes_unclassified	75.0
OTU_7263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Bacteria	99.0	Proteobacteria	80.0	Deltaproteobacteria	75.0	Deltaproteobacteria_unclassified	75.0	Deltaproteobacteria_unclassified	75.0	Deltaproteobacteria_unclassified	75.0
OTU_7264	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	1	3	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	Bacteria	100.0	Elusimicrobia	100.0	Elusimicrobia	100.0	Lineage_IIa	100.0	Lineage_IIa_unclassified	100.0	Lineage_IIa_unclassified	100.0
OTU_7265	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	Bacteria	100.0	Acidobacteria	81.0	Acidobacteria	81.0	Subgroup_4	77.0	11-24	75.0	11-24_unclassified	75.0
OTU_7266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	100.0	SM2F11	100.0	SM2F11_unclassified	100.0	SM2F11_unclassified	100.0	SM2F11_unclassified	100.0	SM2F11_unclassified	100.0
OTU_7267	0	0	0	1	0	0	1	2	0	0	0	3	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	3	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	1	1	2	0	2	0	0	2	0	3	4	0	1	1	1	0	6	1	1	1	0	0	0	1	0	1	0	1	0	0	0	1	0	2	0	0	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_6	100.0	Subgroup_6_unclassified	100.0	Subgroup_6_unclassified	100.0
OTU_7268	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	Bacteria	100.0	Cyanobacteria	92.0	ML635J-21	89.0	ML635J-21_unclassified	89.0	ML635J-21_unclassified	89.0	ML635J-21_unclassified	89.0
OTU_7269	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	100.0	Fibrobacteres	100.0	Fibrobacteria	100.0	Fibrobacterales	100.0	Fibrobacteraceae	100.0	possible_genus_04	100.0
OTU_7270	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	Bacteria	100.0	Gemmatimonadetes	100.0	Gemmatimonadetes	100.0	Gemmatimonadales	100.0	Gemmatimonadaceae	100.0	Gemmatimonas	97.0
OTU_7271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	Bacteria	98.0	Chloroflexi	84.0	Anaerolineae	80.0	Anaerolineales	80.0	Anaerolineaceae	80.0	Anaerolineaceae_unclassified	80.0
OTU_7272	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	100.0	Actinobacteria	100.0	Actinobacteria	100.0	Propionibacteriales	99.0	Nocardioidaceae	99.0	Nocardioides	94.0
OTU_7273	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	1	0	2	3	1	0	0	0	0	1	0	0	2	0	0	1	0	0	Bacteria	100.0	Actinobacteria	100.0	Actinobacteria	100.0	Frankiales	100.0	Frankiaceae	100.0	Frankia	100.0
OTU_7274	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	100.0	Actinobacteria	100.0	Actinobacteria	100.0	Actinobacteria_unclassified	100.0	Actinobacteria_unclassified	100.0	Actinobacteria_unclassified	100.0
OTU_7275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	Bacteria	100.0	Proteobacteria	100.0	Gammaproteobacteria	100.0	NKB5	100.0	NKB5_unclassified	100.0	NKB5_unclassified	100.0
OTU_7276	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	100.0	Candidate_division_BRC1	89.0	Candidate_division_BRC1_unclassified	89.0	Candidate_division_BRC1_unclassified	89.0	Candidate_division_BRC1_unclassified	89.0	Candidate_division_BRC1_unclassified	89.0
OTU_7277	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	2	0	0	2	0	1	0	0	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_6	100.0	Subgroup_6_unclassified	100.0	Subgroup_6_unclassified	100.0
OTU_7278	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	99.0	AT-s3-28	98.0	AT-s3-28_unclassified	98.0	AT-s3-28_unclassified	98.0
OTU_7279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	98.0	Proteobacteria	95.0	Deltaproteobacteria	83.0	Myxococcales	79.0	0319-6G20	78.0	0319-6G20_unclassified	78.0
OTU_7280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	100.0	Elusimicrobia	100.0	Elusimicrobia	100.0	Lineage_IV	100.0	Lineage_IV_unclassified	100.0	Lineage_IV_unclassified	100.0
OTU_7281	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	Bacteria	100.0	Proteobacteria	93.0	Deltaproteobacteria	92.0	Myxococcales	67.0	Cystobacteraceae	55.0	Cystobacteraceae_unclassified	55.0
OTU_7282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	100.0	Proteobacteria	100.0	Deltaproteobacteria	100.0	Deltaproteobacteria_Incertae_Sedis	100.0	Syntrophorhabdaceae	100.0	Syntrophorhabdus	100.0
